Designator,Device,Footprint,Mid X,Mid Y,Ref X,Ref Y,Pad X,Pad Y,Layer,Rotation,SMD,Comment
"NEO36"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"34.763mm"	,"58.5mm"	,"34.763mm"	,"58.5mm"	,"37.163mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO35"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"26.263mm"	,"58.5mm"	,"26.263mm"	,"58.5mm"	,"28.663mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO34"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"17.763mm"	,"58.5mm"	,"17.763mm"	,"58.5mm"	,"20.163mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO33"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"9.263mm"	,"58.5mm"	,"9.263mm"	,"58.5mm"	,"11.663mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"BC33"	,"CL03A104KO3NNNC"	,"C0201"	,"13.513mm"	,"56.9mm"	,"13.513mm"	,"56.9mm"	,"13.787mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC34"	,"CL03A104KO3NNNC"	,"C0201"	,"22.013mm"	,"56.9mm"	,"22.013mm"	,"56.9mm"	,"22.287mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC35"	,"CL03A104KO3NNNC"	,"C0201"	,"30.513mm"	,"56.9mm"	,"30.513mm"	,"56.9mm"	,"30.787mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC36"	,"CL03A104KO3NNNC"	,"C0201"	,"39.013mm"	,"56.9mm"	,"39.013mm"	,"56.9mm"	,"39.287mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC37"	,"CL03A104KO3NNNC"	,"C0201"	,"47.513mm"	,"56.9mm"	,"47.513mm"	,"56.9mm"	,"47.787mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC38"	,"CL03A104KO3NNNC"	,"C0201"	,"56.013mm"	,"56.9mm"	,"56.013mm"	,"56.9mm"	,"56.287mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
